,Unnamed: 0,cycle,election,Cand.ID,FEC.ID,NID,ICPSR,ICPSR2,bonica.rid,bonica.cid,Name,Party,State,seat,District,Incum.Chall,cfscore,cfscores.dyn,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,num.givers,num.givers.total,cand.gender,total.disbursements,total.pc.contribs,contribs.from.candidate,unitemized,non.party.ind.exp.for,non.party.ind.exp.against,ind.exp.for,ind.exp.against,comm.cost.for,comm.cost.against,party.coord.exp,party.ind.exp.against,total.receipts,total.indiv.contrib,total.pac.contribs,ran.primary,ran.general,p.elec.stat,s.elec.stat,r.elec.stat,gen.elec.stat,gen.elect.pct,winner,district.partisanship,mu.est80s,mu.est90s,mu.est00s,district.pres.vs,dist.pvs1984,dist.pvs1988,dist.pvs1992,dist.pvs1996,dist.pvs2000,dist.pvs2004,dist.pvs2008,dist.pvs2012,avg.donor.cfscore.in.cd,prop.in.dist.w.org,prop.in.state.w.org,candStatus,fecyear,cand.or.committee,Industry,Sector.Long,Catcode,Catname,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status,before.switch.ICPSR,after.switch.ICPSR,Party.orig
20539,465.116,2006,fd2006,H6TX25146,C00429431,N00027953,H6TX251462006,H6TX25146,cand52925,3072028729,"ROSTIG, GRANT",200,TX,federal:house,TX25,C,1.335988627,1.327280461,,,,,4,4,M,7074,0,467,3925,0,0,0,0,0,0,0,0,7274,4725,500,0,1,W, , ,L,26,L,-0.498688549,-0.374945879,-0.050620619,-0.498688549,0.629999995,0.471298486,0.513055205,0.567996502,0.536715508,0.510352552,0.629999995,0.595959604,0.434,0.121965304,0.75308642,1,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
21675,465.124,2006,fd2006,H4TX10028,C00286500,N00006023,295712006,29571,cand1408,3096072243,"DOGGETT, LLOYD",100,TX,federal:house,TX25,I,-0.774249314,-0.646415561,-0.442000002,-0.345999986,-0.446,-0.083,562,3783,M,570699,0,0,56990,0,0,1081,0,2434,0,13,0,1089095,610565,278825,0,1,W, , ,W,67,W,-0.498688549,-0.374945879,-0.050620619,-0.498688549,0.629999995,0.471298486,0.513055205,0.567996502,0.536715508,0.510352552,0.629999995,0.595959604,0.434,0.121965304,0.098348888,0.958214945,C,2008,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
20538,466.84,2006,fd2006,H6TX26060,C00419697,N00027954,H6TX260602006,H6TX26060,cand52933,,"BARNWELL, TIMOTHY ROBERT",100,TX,federal:house,TX26,C,-0.92464729,-0.870613238,,,,,5,5,M,16612,2000,609,4946,0,0,0,0,0,0,0,0,18716,5246,4100,0,1,W, , ,L,37,L,0.941607475,1.035696983,1.94690311,0.941607475,0.349999994,0.234103397,0.312475294,0.307673901,0.324038595,0.275682211,0.349999994,0.414141417,0.354,0.674969229,0.553072626,1,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
21763,466.86,2006,fd2006,H2TX26093,C00372532,N00025219,203552006,20355,cand921,3980085468,"BURGESS, MICHAEL CLIFTON",200,TX,federal:house,TX26,I,1.059118823,1.077406371,0.546000004,-0.107000001,0.564,0.335,276,1122,M,942669,217,0,35680,0,0,0,0,133,0,0,0,839913,259742,555296,0,1,W, , ,W,60,W,0.941607475,1.035696983,1.94690311,0.941607475,0.349999994,0.234103397,0.312475294,0.307673901,0.324038595,0.275682211,0.349999994,0.414141417,0.354,0.674969229,0.093227753,0.850787173,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
21087,467.66,2006,fd2006,H4TX27030,C00474908,N00026720,H4TX270302006,H4TX27030,cand48837,,"VADEN, WILLIAM R",200,TX,federal:house,TX27,C,0.871079441,1.021745675,,,,,4,8,M,102878,0,0,200,0,0,0,0,0,0,0,0,142200,2200,0,0,1,W, , ,L,38,L,0.193325341,-0.466105968,-0.13968803,0.193325341,0.449999988,0.469526589,0.536854208,0.571704268,0.603235006,0.502992034,0.449999988,0.535353541,0.404,0.509451316,0.992424242,1,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
21762,467.67,2006,fd2006,H2TX27026,C00149187,N00005998,150492006,15049,cand635,4695071601,"ORTIZ, SOLOMON P",100,TX,federal:house,TX27,I,0.095722379,0.184535903,-0.272000015,0.591000021,-0.248,0.695,248,1284,M,712499,0,0,15184,0,0,0,0,623,0,6,0,702750,488534,192500,0,1,W, , ,W,56,W,0.193325341,-0.466105968,-0.13968803,0.193325341,0.449999988,0.469526589,0.536854208,0.571704268,0.603235006,0.502992034,0.449999988,0.535353541,0.404,0.509451316,0.314996206,0.78471712,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
20535,468.53,2006,fd2006,H6TX28058,C00428193,N00028761,H6TX280582006,H6TX28058,cand52945,2753913570,"ENRIQUEZ, FRANK",100,TX,federal:house,TX28,C,-0.624308263,-0.578112489,,,,,29,29,M,408762,2000,317089,4870,0,0,0,0,0,0,0,0,405775,51485,0,0,1,W, , ,L,20,L,0.034013394,,-0.617901325,0.034013394,0.474747509,,,0.6472404,0.662998199,0.571993053,0.474747509,0.560000002,0.586,0.391288557,0.025407993,0.994507153,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
21765,468.6,2006,fd2006,H2TX23082,C00371302,N00024978,205332006,20533,cand956,4187404346,"CUELLAR, ROBERTO ENRIQUE",100,TX,federal:house,TX28,I,0.272144715,0.533608767,-0.244000003,0.662,-0.143,0.755,916,2582,M,1674231,254,0,77930,41972,80898,0,0,2039,0,268,0,1718752,1132196,588596,0,1,W, , ,W,67,W,0.034013394,,-0.617901325,0.034013394,0.474747509,,,0.6472404,0.662998199,0.571993053,0.474747509,0.560000002,0.586,0.391288557,0.302248147,0.839505072,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
20534,469.6,2006,fd2006,H6TX29049,C00468884,N00027791,H6TX290492006,H6TX29049,cand52950,2548802984,"STORY, LESLIE ERIC",200,TX,federal:house,TX29,C,1.248027897,1.261596628,,,,,5,21,U,27434,0,0,6494,0,0,0,0,0,0,0,0,28058,21901,250,0,1,W, , ,L,24,L,-0.448742926,,-0.871643484,-0.448742926,0.555555582,,,0.630724967,0.647559583,0.609089792,0.555555582,0.620000005,0.626,0.265378657,0,0.979720738,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
21676,469.62,2006,fd2006,H2TX29030,C00254185,N00005870,205292006,20529,cand952,,"GREEN, RAYMOND E. 'GENE'",100,TX,federal:house,TX29,I,-0.46750016,-0.524716976,-0.430999994,0.296000004,-0.396,0.299,137,550,M,1096776,5,0,48614,0,0,4,0,1168,0,0,0,1159655,295263,892772,0,1,W, , ,W,73,W,-0.448742926,,-0.871643484,-0.448742926,0.555555582,,,0.630724967,0.647559583,0.609089792,0.555555582,0.620000005,0.626,0.265378657,0.011263088,0.943918576,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
20532,470.44,2006,fd2006,H6TX30112,C00419614,N00027960,H6TX301122006,H6TX30112,cand52961,3493211116,"AURBACH, WILSON",200,TX,federal:house,TX30,C,1.082547491,1.08087339,,,,,14,14,M,73614,0,52298,7650,0,0,0,0,0,0,0,0,73700,20500,0,0,1,W, , ,L,17,L,-1.612683415,,-1.76334703,-1.612683415,0.75,,,0.745227873,0.733251572,0.709765673,0.75,0.819999993,0.788,0.286616945,0.883103563,0.976280835,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
21770,470.48,2006,fd2006,H2TX00015,C00254573,N00008122,393052006,39305,cand1556,,"JOHNSON, EDDIE BERNICE",100,TX,federal:house,TX30,I,-0.341880461,-0.229565108,-0.503000021,0.159999996,-0.461,0.09,172,1211,M,410117,0,1000,15559,0,0,66,0,646,0,0,0,411189,256839,151113,0,1,W, , ,W,80,W,-1.612683415,,-1.76334703,-1.612683415,0.75,,,0.745227873,0.733251572,0.709765673,0.75,0.819999993,0.788,0.286616945,0.12155103,0.87554796,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
20531,471.24,2006,fd2006,H6TX31011,C00411371,N00027556,H6TX310112006,H6TX31011,cand52963,52291641139,"HARRELL, MARY BETH",100,TX,federal:house,TX31,C,-1.120647111,-1.057896764,,,,,132,132,F,207294,0,8999,53035,0,0,0,0,378,0,0,0,207441,138556,10150,0,1,W, , ,L,38,L,0.890870631,,,0.890870631,0.333333284,,,,,,0.333333284,0.419999987,0.434,0.6638514,0.603184429,0.975328406,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
21760,471.27,2006,fd2006,H2TX31044,C00371203,N00025095,203562006,20356,cand922,,"CARTER, JOHN RICE",200,TX,federal:house,TX31,I,1.021821672,0.979649968,0.507000029,0.38499999,0.587,0.281,420,1475,M,908827,539,0,44548,0,0,0,0,249,0,0,0,876895,491543,386736,0,1,W, , ,W,58,W,0.890870631,,,0.890870631,0.333333284,,,,,,0.333333284,0.419999987,0.434,0.6638514,0.235360042,0.897118105,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
20530,472.15,2006,fd2006,H6TX32019,C00418194,N00027963,H6TX320192006,H6TX32019,cand52965,3735291891,"PRYOR, WILL",100,TX,federal:house,TX32,C,-0.791518422,-0.74117926,,,,,429,429,M,460074,2000,968,61559,0,0,0,0,0,0,0,0,491942,454289,32214,0,1,W, , ,L,41,L,0.607524872,,,0.607524872,0.400000006,,,,,,0.400000006,0.464646459,0.444,0.454213446,0.419423763,0.813671478,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1200,Democratic Candidate Committees,,,,,,,,100
21768,472.18,2006,fd2006,H2TX03126,C00303305,N00005681,297592006,29759,cand1484,3845983360,"SESSIONS, PETER ANDERSON",200,TX,federal:house,TX32,I,1.063418079,1.055093337,0.609000027,-0.023,0.773,0.265,713,4241,M,1762182,178,0,93332,0,0,0,0,52,0,0,0,1891843,1011133,806879,0,1,W, , ,W,56,W,0.607524872,,,0.607524872,0.400000006,,,,,,0.400000006,0.464646459,0.444,0.454213446,0.257800134,0.937049072,C,2006,cand,Candidate Committees,Ideological/Single-Issue,Z1100,Republican Candidate Committees,,,,,,,,200
